Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,Cancellation_policy,Accomodates,Total_bedrooms,Total_beds,Availability_365,Price,Security_deposit,Cleaning_fee,Extra_people,Guests_included,No_of_reviews,Review_scores,Amenities,Host_id,Host_name,Street,Country,Country_code,Location_type,Longitude,Latitude,Is_location_exact
Hawaii Tiny House (Red),Guesthouse,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,0.0,4.0,274,130.0,300.0,120.0,10.0,2.0,72,89.0,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Hot tub, Indoor fireplace, Heating, Family/kid friendly, Suitable for events, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Children’s books and toys, Pack ’n Play/travel crib, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you",11026347,Stephanie,"Hōlualoa, HI, United States",United States,US,Point,-155.96322,19.67365,True
Fashion & Sleek 1BR Relocation & Business!,Serviced apartment,Entire home/apt,Real Bed,30,1125,moderate,2,1.0,1.0,340,82.0,300.0,75.0,0.0,1.0,2,60.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Gym, Elevator, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, High chair, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Paid parking on premises",38459934,Alejandro,"Montréal, Québec, Canada",Canada,CA,Point,-73.56128,45.51037,True
Awesome Oasis! 3 stops Away from Manhattan!!!,Townhouse,Private room,Real Bed,5,1125,strict_14_with_grace_period,2,1.0,1.0,61,50.0,200.0,60.0,10.0,1.0,1,100.0,"TV, Wifi, Air conditioning, Kitchen, Breakfast, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private living room, Private entrance",134428157,Johny,"Brooklyn, NY, United States",United States,US,Point,-73.94368,40.68602,True
Newly renovated house,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,5,1.0,0.0,254,125.0,500.0,100.0,50.0,3.0,96,94.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Pets live on this property, Dog(s), Free street parking, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Host greets you",10981050,Rhonda,"Brooklyn, NY, United States",United States,US,Point,-73.94626,40.68922,True
"Elegant, comfortable and clean private studio舒适的保证",Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,2.0,56,97.0,100.0,50.0,25.0,2.0,26,96.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Elevator, Free street parking, Hot tub, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Wide doorway, Well-lit path to entrance, Step-free access, Wide doorway, Wide clearance to bed, Step-free access, Accessible-height toilet, Wide entryway, Host greets you, Paid parking on premises, Roll-in shower",104401765,Linda,"纽约, NY, United States",United States,US,Point,-73.82287,40.75856,False
Stylish 1 bed flat with balcony in Montjüic,Apartment,Entire home/apt,Real Bed,6,1125,moderate,4,1.0,1.0,342,15.0,0.0,100.0,0.0,4.0,3,93.0,"TV, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed, Host greets you",111885362,Laura & Alex,"Barcelona, Cataluña, Spain",Spain,ES,Point,2.16658,41.37282,True
Mr Collins master bedroom,House,Private room,Real Bed,1,7,flexible,2,1.0,1.0,0,107.0,509.4304235090752,50.0,0.0,1.0,4,100.0,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Pets allowed, Free street parking, Heating, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Hot water, Luggage dropoff allowed, Host greets you",23722054,Yasmin,"Annandale, NSW, Australia",Australia,AU,Point,151.17142,-33.8844,True
"Chaleureux, au cœur du plateau",Townhouse,Private room,Real Bed,2,7,flexible,2,1.0,1.0,364,75.0,509.4304235090752,60.0,35.0,1.0,8,83.0,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Laptop friendly workspace, Self check-in, Keypad, Hot water, Bed linens, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed",70233304,Ivonne,"Montréal, QC, Canada",Canada,CA,Point,-73.57365,45.53145,False
Paradise Waits,Guesthouse,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2,1.0,2.0,249,175.0,0.0,80.0,0.0,1.0,11,98.0,"TV, Wifi, Pool, Kitchen, Smoking allowed, Pets live on this property, Dog(s), Cat(s), Free street parking, Hot tub, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace, Private entrance, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove, Single level home, BBQ grill, Patio or balcony, Garden or backyard, Beach essentials, Wide doorway, Well-lit path to entrance, Step-free access, Host greets you",24090606,Suzie,"Pāhoa, HI, United States",United States,US,Point,-154.93037,19.3994,True
"Room 4, 3 mins to MTR",Guest suite,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,2.0,303,479.0,800.0,150.0,80.0,2.0,17,98.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Paid parking off premises, Doorman, Elevator, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Hot water, Long term stays allowed, Other",29831285,Lulu,"Mongkok , Kowloon, Hong Kong",Hong Kong,HK,Point,114.1657,22.3237,False
Suite 3-Costa Cabral Boutique Guest House@Porto,House,Private room,Real Bed,2,1125,moderate,2,1.0,2.0,356,59.0,100.0,10.0,0.0,1.0,0,95.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Family/kid friendly, Washer, Dryer, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Private entrance, High chair, Pack ’n Play/travel crib, Hot water, Long term stays allowed, Host greets you",78759545,Esmeralda Et Richard,"Porto, Porto, Portugal",Portugal,PT,Point,-8.59182,41.16912,True
Comfortable modern room,Apartment,Private room,Real Bed,2,7,flexible,1,1.0,1.0,365,351.0,509.4304235090752,12.0,0.0,1.0,0,95.0,"TV, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Smoking allowed, Breakfast, Pets live on this property, Elevator",11008944,Ana,"Rio de Janeiro, RJ, Brazil",Brazil,BR,Point,-43.21830263650278,-22.96519427083948,False
#5 ECONOMIC 5 PAX FLAT,Apartment,Entire home/apt,Real Bed,1,90,flexible,4,2.0,2.0,292,127.0,0.0,298.0,119.0,1.0,5,96.0,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Heating, Family/kid friendly, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private entrance, High chair, Crib, Hot water, Luggage dropoff allowed",10790256,Farouq,"Fatih, İstanbul, Turkey",Turkey,TR,Point,28.97113,41.00438,True
Viriato III by PCALE,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,2.0,362,90.0,0.0,0.0,15.0,2.0,0,95.0,"TV, Wifi, Kitchen, Elevator, First aid kit, Fire extinguisher, Essentials, Hangers, Iron, Private entrance, Pack ’n Play/travel crib, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Well-lit path to entrance, Step-free access, Handheld shower head",156319757,Viriato,"Porto, Porto, Portugal",Portugal,PT,Point,-8.62062,41.14488,False
Close to park and sea: Light and airy family apt,Apartment,Entire home/apt,Real Bed,5,100,strict_14_with_grace_period,5,2.0,3.0,0,181.0,500.0,140.0,0.0,1.0,3,100.0,"TV, Wifi, Kitchen, Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Bed linens, Extra pillows and blankets, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony",47093854,Rhonda,"Randwick, NSW, Australia",Australia,AU,Point,151.24671,-33.90454,True
Columbus Circle Studio,Apartment,Entire home/apt,Real Bed,2,7,flexible,2,0.0,1.0,0,230.0,509.4304235090752,94.07480119284294,0.0,1.0,1,100.0,"TV, Wifi, Air conditioning, Pool, Kitchen, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Lock on bedroom door, Iron, Laptop friendly workspace, Private entrance",154346156,Emilio,"New York, NY, United States",United States,US,Point,-73.98324,40.76673,True
Cedofeita,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3,1.0,3.0,179,48.0,0.0,0.0,0.0,3.0,0,95.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Heating, 24-hour check-in, Hair dryer, Iron, High chair, Crib",17789572,Oporto Trendy Apartments,"Porto, Grande Porto, Portugal",Portugal,PT,Point,-8.6018,41.14861,False
Quiet Terrace on the City Fringe,Townhouse,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,4,2.0,2.0,0,145.0,0.0,150.0,25.0,2.0,13,98.0,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Heating, Family/kid friendly, Washer, Smoke detector, Essentials, Shampoo, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Hot water",3972585,Jan,"Erskineville, NSW, Australia",Australia,AU,Point,151.18805,-33.89864,True
OVERLOOKING BEACH 2 BED WIFI PARKING,House,Entire home/apt,Real Bed,7,1125,flexible,4,2.0,3.0,91,343.0,0.0,320.0,0.0,1.0,1,100.0,"TV, Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Hot water, Long term stays allowed, Host greets you",4298915,Awaba,"Tamarama, NSW, Australia",Australia,AU,Point,151.2698,-33.89855,True
GoodStay - Mouzinho,Apartment,Entire home/apt,Real Bed,3,300,moderate,3,0.0,2.0,291,85.0,0.0,0.0,15.0,2.0,39,96.0,"TV, Cable TV, Wifi, Kitchen, Elevator, Heating, Family/kid friendly, Washer, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Stove, Long term stays allowed",157745489,Apartamento,"Porto, Porto, Portugal",Portugal,PT,Point,-8.61479,41.14377,True
2 Bedroom 'In Law' style home,Guest suite,Entire home/apt,Real Bed,2,365,moderate,3,2.0,2.0,0,171.0,135.0,0.0,30.0,1.0,2,90.0,"TV, Wifi, Air conditioning, Kitchen, Family/kid friendly, Washer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Lock on bedroom door, Hangers, Laptop friendly workspace",15666226,Phu,"Campsie, NSW, Australia",Australia,AU,Point,151.10888,-33.91235,True
"$29 per night, near city,free wifi, own room,WOW!!",Townhouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1.0,1.0,323,45.0,509.4304235090752,94.07480119284294,29.0,1.0,25,82.0,"Wifi, Kitchen, Smoking allowed, Pets allowed, Free street parking, Washer, Smoke detector, Fire extinguisher, Essentials, Lock on bedroom door, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Hot water, Microwave, Dishes and silverware, Oven, Stove, Long term stays allowed",84810518,David,"Marrickville, NSW, Australia",Australia,AU,Point,151.15874,-33.91262,False
Greatly located two people bedroom in mosman,Apartment,Private room,Real Bed,5,1125,moderate,2,1.0,2.0,0,87.0,0.0,30.0,0.0,1.0,0,95.0,"TV, Wifi, Kitchen, Elevator, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers",86550334,Henry,"Mosman, NSW, Australia",Australia,AU,Point,151.24256,-33.81529,True
East Village Studio,House,Entire home/apt,Real Bed,4,1125,flexible,4,0.0,2.0,23,190.0,509.4304235090752,50.0,0.0,2.0,204,99.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Pets allowed, Pets live on this property, Dog(s), Cat(s), Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Children’s books and toys, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Garden or backyard, Luggage dropoff allowed, Long term stays allowed",11021180,Sheila,"New York, NY, United States",United States,US,Point,-73.98437,40.72671,True
Cozy studio in the heart of HONG KONG Double bed B,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2,1.0,1.0,238,424.0,800.0,150.0,0.0,1.0,17,88.0,"TV, Wifi, Air conditioning, Elevator, Hot tub, Smoke detector, Fire extinguisher, Essentials, Shampoo, Hangers, Laptop friendly workspace, Self check-in, Smart lock, Hot water",110212758,Ky,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,Point,114.18319,22.28099,False
Villa Romantika Doppel Zimmer Afrika,Farm stay,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,87,100.0,100.0,0.0,0.0,1.0,0,95.0,"TV, Wifi, Pool, Kitchen, Free parking on premises, Smoking allowed, Breakfast, Indoor fireplace, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Private living room, Hot water, Host greets you",35760004,Tatjana,"Barcelona, Catalunya, Spain",Spain,ES,Point,2.12807,41.40666,False
Guest House 4U - Povoa : beach and  Family 8 PAX,Apartment,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,8,3.0,5.0,92,90.0,350.0,49.0,4.0,6.0,0,95.0,"TV, Cable TV, Internet, Wifi, Kitchen, Free street parking, Heating, Family/kid friendly, Washer, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Babysitter recommendations, Pack ’n Play/travel crib, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Host greets you, Beachfront",5639436,Isa,"Póvoa de Varzim, Porto, Portugal",Portugal,PT,Point,-8.75491,41.37744,True
Ipanema P10 - R$ 800/3 noites ou R$ 3.750/mês,Apartment,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,4,0.0,2.0,20,325.0,500.0,175.0,35.0,2.0,11,89.0,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Doorman, Elevator, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Iron, Laptop friendly workspace, Hot water, Long term stays allowed, Host greets you",11037852,Marcelo,"Rio, Rio de Janeiro, Brazil",Brazil,BR,Point,-43.21103431782641,-22.98385851223473,True
Chambre à proximité du métro Parc,Apartment,Private room,Real Bed,5,40,flexible,2,1.0,1.0,0,20.0,509.4304235090752,94.07480119284294,0.0,1.0,1,100.0,"Wifi, Kitchen, Smoking allowed, Heating, Washer, Dryer, Laptop friendly workspace",13117148,Yeimy,"Montréal, Québec, Canada",Canada,CA,Point,-73.62968,45.52952,True
Vintage plantation house,Cottage,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,160,125.0,509.4304235090752,100.0,0.0,1.0,20,90.0,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Hangers, Hair dryer, Iron, Self check-in, Lockbox, Hot water, Long term stays allowed",2821713,Antonio,"Honolulu, HI, United States",United States,US,Point,-157.79265,21.28101,True
The Contemporain 1BR near Concordia!,Serviced apartment,Entire home/apt,Real Bed,30,1125,moderate,2,1.0,1.0,355,75.0,300.0,75.0,0.0,1.0,0,95.0,"TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, High chair, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Paid parking on premises",38459934,Alejandro,"Montréal, Québec, Canada",Canada,CA,Point,-73.57712,45.49131,True
Heart of Lahaina ~ Beautiful Aina Nalu C14 -,Condominium,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,6,2.0,2.0,247,259.0,509.4304235090752,125.0,0.0,1.0,94,93.0,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Paid parking off premises, Free street parking, Hot tub, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water, Paid parking on premises",1118742,Carol,"Lahaina, HI, United States",United States,US,Point,-156.67633,20.87506,True
★BABU HOUSE★ Nova Suite Sleeps 4 ★Taksim★,Aparthotel,Private room,Real Bed,1,30,strict_14_with_grace_period,4,1.0,3.0,292,211.0,0.0,0.0,101.0,2.0,0,95.0,"TV, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Private entrance, Hot water, Bed linens",21792167,Madlen,"Beyoğlu, İstanbul, Turkey",Turkey,TR,Point,28.97784,41.03702,True
